what articles exist which deal with tss time sharing system an operating system for ibm computers
Found 100 hits.
36. CACM-2168.html 9.354681
37. CACM-1032.html 9.289459
38. CACM-3073.html 9.24224
39. CACM-2622.html 9.224291
40. CACM-2482.html 9.197397
41. CACM-2138.html 9.170204
42. CACM-2160.html 8.9903965
43. CACM-2524.html 8.948221
44. CACM-3039.html 8.947629
45. CACM-2424.html 8.92646
46. CACM-3127.html 8.924716
47. CACM-2339.html 8.903206
48. CACM-1517.html 8.85399
49. CACM-3068.html 8.848675
50. CACM-3148.html 8.838705
51. CACM-2357.html 8.837034
52. CACM-2920.html 8.658394
53. CACM-3002.html 8.624009
54. CACM-2407.html 8.563808
55. CACM-1514.html 8.532314
56. CACM-2890.html 8.454806
57. CACM-2174.html 8.428705
58. CACM-2345.html 8.364634
59. CACM-1680.html 8.264721
60. CACM-1959.html 8.251875
61. CACM-0855.html 8.232946
62. CACM-3119.html 8.187367
63. CACM-2819.html 8.181151
64. CACM-1698.html 8.144949
65. CACM-1484.html 8.127393
66. CACM-2358.html 8.093599
67. CACM-2625.html 8.029311
68. CACM-1736.html 8.021333
69. CACM-2949.html 8.015899
70. CACM-1264.html 7.9932127
71. CACM-2452.html 7.9891925
72. CACM-1748.html 7.982664
73. CACM-1199.html 7.945616
74. CACM-1878.html 7.913454
75. CACM-1844.html 7.869956
76. CACM-2582.html 7.813291
77. CACM-0696.html 7.809616
78. CACM-2750.html 7.7866926
79. CACM-2947.html 7.7378845
80. CACM-1461.html 7.6526847
81. CACM-2794.html 7.615095
82. CACM-1922.html 7.607692
83. CACM-1928.html 7.5798616
84. CACM-2950.html 7.5774827
85. CACM-3058.html 7.562827
86. CACM-3081.html 7.557409
87. CACM-3114.html 7.497733
88. CACM-1003.html 7.4621987
89. CACM-3049.html 7.410877
90. CACM-2002.html 7.407248
91. CACM-2966.html 7.3863
92. CACM-3037.html 7.337904
93. CACM-2111.html 7.3093452
94. CACM-1752.html 7.2870846
95. CACM-2542.html 7.2646356
96. CACM-1728.html 7.2560043
97. CACM-1828.html 7.2482657
98. CACM-3128.html 7.215175
99. CACM-2439.html 7.2148027
100. CACM-2188.html 7.1877356
optimization of intermediate and machine code
Found 100 hits.
1. CACM-1223.html 12.747709
2. CACM-1658.html 11.421591
3. CACM-1947.html 11.216401
4. CACM-2491.html 10.628834
5. CACM-2897.html 10.570454
6. CACM-1795.html 10.350948
7. CACM-2253.html 10.243931
8. CACM-2495.html 10.049307
9. CACM-3080.html 9.877416
10. CACM-1134.html 9.786641
11. CACM-1757.html 9.728289
12. CACM-2748.html 9.505411
13. CACM-1676.html 9.056565
14. CACM-3054.html 8.739351
15. CACM-2904.html 8.296566
16. CACM-3005.html 7.76198
17. CACM-2929.html 7.6233106
18. CACM-1564.html 7.453644
19. CACM-1523.html 6.7238464
20. CACM-1886.html 6.7214966
21. CACM-2464.html 6.718445
22. CACM-1807.html 6.544503
23. CACM-3171.html 6.4883537
24. CACM-1154.html 6.3987923
25. CACM-1362.html 6.2607913
26. CACM-2835.html 6.1849227
27. CACM-2423.html 6.1698275
28. CACM-0048.html 6.129728
29. CACM-2138.html 6.0564504
30. CACM-0123.html 6.0418673
31. CACM-2858.html 6.023079
32. CACM-1231.html 5.895061
33. CACM-1389.html 5.8800173
34. CACM-1655.html 5.8630342
35. CACM-2701.html 5.7740126
36. CACM-2944.html 5.6154723
37. CACM-3053.html 5.6154723
38. CACM-1652.html 5.609382
39. CACM-1402.html 5.6072335
40. CACM-2834.html 5.4958754
41. CACM-1756.html 5.481054
42. CACM-2616.html 5.383427
43. CACM-2117.html 5.3533316
44. CACM-3115.html 5.334296
45. CACM-2344.html 5.277268
46. CACM-2107.html 5.275331
47. CACM-2611.html 5.2036724
48. CACM-2533.html 5.180384
49. CACM-1992.html 5.1519012
50. CACM-2433.html 5.150712
51. CACM-3066.html 5.1344857
52. CACM-2527.html 5.0966325
53. CACM-2836.html 5.072657
54. CACM-0252.html 4.9898686
55. CACM-1665.html 4.955677
56. CACM-1542.html 4.9515257
57. CACM-1066.html 4.817691
58. CACM-0195.html 4.8139944
59. CACM-0797.html 4.8139944
60. CACM-2964.html 4.779154
61. CACM-1726.html 4.776078
62. CACM-0031.html 4.765032
63. CACM-1783.html 4.729505
64. CACM-0230.html 4.717056
65. CACM-1289.html 4.717056
66. CACM-2246.html 4.6937194
67. CACM-1064.html 4.670036
68. CACM-0066.html 4.623944
69. CACM-1187.html 4.623944
70. CACM-1387.html 4.609254
71. CACM-1392.html 4.609254
72. CACM-1670.html 4.595962
73. CACM-1232.html 4.578753
74. CACM-1414.html 4.578753
75. CACM-2133.html 4.571942
76. CACM-1275.html 4.534437
77. CACM-1973.html 4.5075245
78. CACM-3173.html 4.5075245
79. CACM-2106.html 4.4993243
80. CACM-1162.html 4.4879575
81. CACM-1852.html 4.4123344
82. CACM-2680.html 4.395949
83. CACM-2624.html 4.3916965
84. CACM-2746.html 4.3916965
85. CACM-0333.html 4.3654313
86. CACM-1065.html 4.3654313
87. CACM-1786.html 4.3404818
88. CACM-2586.html 4.32513
89. CACM-1204.html 4.2855663
90. CACM-1029.html 4.2825885
91. CACM-1062.html 4.2825885
92. CACM-2290.html 4.275352
93. CACM-2537.html 4.2540717
94. CACM-1167.html 4.2244525
95. CACM-1331.html 4.1853776
96. CACM-0093.html 4.1711016
97. CACM-2411.html 4.141034
98. CACM-2552.html 4.1342936
99. CACM-0091.html 4.12309
100. CACM-2079.html 4.12309
languages and compilers for parallel processors especially highly horizontal microcoded machines code compaction
Found 100 hits.
1. CACM-2138.html 15.503285
2. CACM-1988.html 14.470976
3. CACM-1811.html 12.779974
4. CACM-2714.html 12.2569475
5. CACM-3110.html 12.18091
6. CACM-1852.html 12.0577545
7. CACM-3075.html 11.787184
8. CACM-3156.html 11.787184
9. CACM-2112.html 11.500804
10. CACM-0249.html 10.975962
11. CACM-2175.html 10.932292
12. CACM-2896.html 10.839668
13. CACM-2685.html 10.355284
14. CACM-1795.html 10.297257
15. CACM-2495.html 10.1880245
16. CACM-2897.html 9.836691
17. CACM-0950.html 9.5822315
18. CACM-2266.html 9.5822315
19. CACM-3150.html 9.558821
20. CACM-1223.html 9.3615055
21. CACM-1665.html 9.313112
22. CACM-2921.html 9.14943
23. CACM-3066.html 8.722012
24. CACM-2661.html 8.708087
25. CACM-2706.html 8.599753
26. CACM-1923.html 8.497232
27. CACM-0670.html 8.391768
28. CACM-2497.html 8.285189
29. CACM-0303.html 8.254029
30. CACM-0799.html 8.1215515
31. CACM-2785.html 8.06977
32. CACM-1463.html 8.0585
33. CACM-2723.html 8.049965
34. CACM-1163.html 7.8764763
35. CACM-3148.html 7.860471
36. CACM-1425.html 7.851593
37. CACM-2570.html 7.8422046
38. CACM-3080.html 7.7156477
39. CACM-2423.html 7.67461
40. CACM-2929.html 7.6125855
41. CACM-1159.html 7.5381336
42. CACM-2156.html 7.488624
43. CACM-1947.html 7.402898
44. CACM-2411.html 7.4007616
45. CACM-1389.html 7.287614
46. CACM-0205.html 7.2863054
47. CACM-3175.html 7.2659206
48. CACM-0637.html 7.207225
49. CACM-2298.html 7.2034483
50. CACM-2064.html 7.1783752
51. CACM-3073.html 7.1265473
52. CACM-2645.html 7.109993
53. CACM-2904.html 6.967826
54. CACM-0082.html 6.9677176
55. CACM-1603.html 6.9451227
56. CACM-2886.html 6.9316373
57. CACM-2717.html 6.9075975
58. CACM-0243.html 6.8375063
59. CACM-2644.html 6.8208365
60. CACM-3127.html 6.8087406
61. CACM-2252.html 6.744466
62. CACM-3005.html 6.710773
63. CACM-1154.html 6.6799755
64. CACM-1807.html 6.6760473
65. CACM-2567.html 6.647518
66. CACM-3074.html 6.515978
67. CACM-1825.html 6.5062222
68. CACM-2939.html 6.5057764
69. CACM-2433.html 6.4990454
70. CACM-1548.html 6.498076
71. CACM-2034.html 6.491997
72. CACM-2491.html 6.4475164
73. CACM-3171.html 6.4048004
74. CACM-1362.html 6.2607913
75. CACM-2748.html 6.2377324
76. CACM-1262.html 6.189305
77. CACM-2514.html 6.158721
78. CACM-1613.html 6.1363716
79. CACM-0048.html 6.129728
80. CACM-2740.html 6.073951
81. CACM-1747.html 6.0709023
82. CACM-1828.html 6.045778
83. CACM-2700.html 6.045778
84. CACM-2973.html 6.045778
85. CACM-3093.html 5.989483
86. CACM-2253.html 5.9288487
87. CACM-2684.html 5.926796
88. CACM-2633.html 5.898912
89. CACM-1655.html 5.8630342
90. CACM-1099.html 5.859214
91. CACM-1601.html 5.8425484
92. CACM-2289.html 5.8270044
93. CACM-0763.html 5.7742033
94. CACM-1158.html 5.7655697
95. CACM-1324.html 5.7404003
96. CACM-2534.html 5.720257
97. CACM-2579.html 5.699647
98. CACM-1652.html 5.609382
99. CACM-1738.html 5.58137
100. CACM-2834.html 5.4958754
parallel algorithms
Found 100 hits.
1. CACM-2973.html 9.419215
2. CACM-3075.html 8.641069
3. CACM-1601.html 8.032872
4. CACM-0950.html 7.8960233
5. CACM-2266.html 7.8960233
6. CACM-3156.html 7.629382
7. CACM-2557.html 7.568763
8. CACM-1468.html 7.0402718
9. CACM-2289.html 6.777516
10. CACM-2838.html 6.7629766
11. CACM-2570.html 6.438964
12. CACM-2714.html 6.4186883
13. CACM-1262.html 6.189305
14. CACM-2685.html 6.1481557
15. CACM-1828.html 6.045778
16. CACM-2700.html 6.045778
17. CACM-2433.html 5.994012
18. CACM-2896.html 5.871242
19. CACM-1158.html 5.7655697
20. CACM-1811.html 5.565884
21. CACM-2785.html 5.538627
22. CACM-1957.html 5.3973303
23. CACM-3059.html 5.3128896
24. CACM-0141.html 5.2499027
25. CACM-0392.html 5.2499027
26. CACM-2342.html 5.219056
27. CACM-2851.html 5.219056
28. CACM-2895.html 5.2174964
29. CACM-1302.html 5.1462727
30. CACM-2692.html 5.1404185
31. CACM-2401.html 5.0390544
32. CACM-2865.html 5.0390544
33. CACM-2114.html 5.032071
34. CACM-1367.html 4.950821
35. CACM-2175.html 4.9124565
36. CACM-2195.html 4.9124565
37. CACM-1795.html 4.8137045
38. CACM-2182.html 4.7696714
39. CACM-1846.html 4.677431
40. CACM-2080.html 4.6581655
41. CACM-3073.html 4.6581655
42. CACM-2884.html 4.6304965
43. CACM-2952.html 4.6013107
44. CACM-2226.html 4.5647526
45. CACM-2325.html 4.5647526
46. CACM-2950.html 4.5403786
47. CACM-3166.html 4.5403786
48. CACM-0371.html 4.444855
49. CACM-1569.html 4.444431
50. CACM-2283.html 4.419951
51. CACM-1747.html 4.364235
52. CACM-1551.html 4.338827
53. CACM-2903.html 4.3372455
54. CACM-3006.html 4.3372455
55. CACM-2723.html 4.262789
56. CACM-2146.html 4.2575784
57. CACM-2273.html 4.2575784
58. CACM-1658.html 4.2508283
59. CACM-1796.html 4.217399
60. CACM-2863.html 4.202658
61. CACM-2902.html 4.1977673
62. CACM-2819.html 4.155567
63. CACM-1924.html 4.106713
64. CACM-2767.html 4.106713
65. CACM-2627.html 3.977304
66. CACM-2936.html 3.977304
67. CACM-1873.html 3.9480233
68. CACM-1392.html 3.9394002
69. CACM-2490.html 3.9394002
70. CACM-1008.html 3.911047
71. CACM-3044.html 3.911047
72. CACM-1952.html 3.8503435
73. CACM-2007.html 3.8503435
74. CACM-2740.html 3.8357568
75. CACM-1529.html 3.8258407
76. CACM-2674.html 3.8137057
77. CACM-1660.html 3.8107796
78. CACM-1200.html 3.797122
79. CACM-1380.html 3.797122
80. CACM-2272.html 3.7867765
81. CACM-2630.html 3.7867765
82. CACM-2997.html 3.7788422
83. CACM-1342.html 3.7340426
84. CACM-2263.html 3.712103
85. CACM-0270.html 3.6968212
86. CACM-0804.html 3.6968212
87. CACM-1374.html 3.6968212
88. CACM-2727.html 3.689647
89. CACM-2679.html 3.6788824
90. CACM-2267.html 3.638184
91. CACM-2830.html 3.6245613
92. CACM-2417.html 3.5894809
93. CACM-2725.html 3.5894809
94. CACM-1471.html 3.5880876
95. CACM-1536.html 3.5880876
96. CACM-1877.html 3.5840743
97. CACM-2904.html 3.5681765
98. CACM-1953.html 3.5213177
99. CACM-3151.html 3.5008125
100. CACM-2968.html 3.4940305
graph theoretic algorithms applicable to sparse matrices
Found 100 hits.
1. CACM-2695.html 16.952898
2. CACM-2986.html 14.040306
3. CACM-2769.html 12.848413
4. CACM-1563.html 12.737907
5. CACM-2780.html 11.087575
6. CACM-2630.html 10.511913
7. CACM-2490.html 10.196678
8. CACM-2524.html 10.10885
9. CACM-2368.html 9.403477
10. CACM-2289.html 9.198053
11. CACM-2199.html 8.759249
12. CACM-2506.html 8.759249
13. CACM-2484.html 8.360413
14. CACM-1457.html 7.9102173
15. CACM-3152.html 7.817953
16. CACM-2442.html 7.503419
17. CACM-3176.html 7.4670086
18. CACM-2232.html 7.431284
19. CACM-1787.html 7.42373
20. CACM-2081.html 7.412968
21. CACM-2273.html 7.369746
22. CACM-2877.html 7.2662253
23. CACM-1504.html 7.1200657
24. CACM-3156.html 6.9798145
25. CACM-2167.html 6.790183
26. CACM-1963.html 6.7839537
27. CACM-0661.html 6.7619767
28. CACM-2405.html 6.7619767
29. CACM-1924.html 6.7062187
30. CACM-3018.html 6.6981616
31. CACM-2177.html 6.589302
32. CACM-1047.html 6.5625324
33. CACM-2290.html 6.516921
34. CACM-3139.html 6.493566
35. CACM-2883.html 6.4345045
36. CACM-2172.html 6.4293656
37. CACM-3124.html 6.386086
38. CACM-2934.html 6.3164864
39. CACM-2805.html 6.286616
40. CACM-2134.html 6.211993
41. CACM-2752.html 6.172006
42. CACM-2557.html 6.1533012
43. CACM-2430.html 6.136913
44. CACM-1847.html 6.108346
45. CACM-1876.html 6.0751824
46. CACM-2335.html 6.0544925
47. CACM-1961.html 6.046939
48. CACM-3115.html 6.014281
49. CACM-2052.html 5.9867544
50. CACM-2758.html 5.9852486
51. CACM-1707.html 5.9825826
52. CACM-2133.html 5.884302
53. CACM-2766.html 5.874116
54. CACM-0070.html 5.8188753
55. CACM-1423.html 5.808704
56. CACM-2905.html 5.698147
57. CACM-2142.html 5.6757574
58. CACM-2216.html 5.6757574
59. CACM-2059.html 5.574484
60. CACM-3040.html 5.5076675
61. CACM-2619.html 5.498751
62. CACM-2980.html 5.498751
63. CACM-2554.html 5.494565
64. CACM-1886.html 5.483555
65. CACM-2178.html 5.4376493
66. CACM-1481.html 5.433561
67. CACM-2161.html 5.433561
68. CACM-2461.html 5.433561
69. CACM-1501.html 5.398685
70. CACM-2189.html 5.3952465
71. CACM-2790.html 5.3793983
72. CACM-0749.html 5.377432
73. CACM-1630.html 5.3650055
74. CACM-2015.html 5.3532953
75. CACM-0315.html 5.3227386
76. CACM-0349.html 5.3227386
77. CACM-0956.html 5.3227386
78. CACM-0635.html 5.2691474
79. CACM-0777.html 5.2691474
80. CACM-0936.html 5.2691474
81. CACM-2778.html 5.2691474
82. CACM-2806.html 5.2366223
83. CACM-0256.html 5.2166243
84. CACM-0285.html 5.2166243
85. CACM-0301.html 5.2166243
86. CACM-0496.html 5.2166243
87. CACM-0511.html 5.2166243
88. CACM-0751.html 5.2166243
89. CACM-0896.html 5.2166243
90. CACM-0955.html 5.2166243
91. CACM-1151.html 5.2166243
92. CACM-3085.html 5.191311
93. CACM-0660.html 5.1651373
94. CACM-0828.html 5.13485
95. CACM-1983.html 5.124016
96. CACM-2453.html 5.1133857
97. CACM-1116.html 5.0350924
98. CACM-3164.html 4.913273
99. CACM-1822.html 4.8917823
100. CACM-1683.html 4.848499
computational complexity intractability class-complete reductions algorithms and efficiency
Found 100 hits.
1. CACM-2337.html 14.24015
2. CACM-3018.html 13.250393
3. CACM-3086.html 12.9877205
4. CACM-2702.html 12.529768
5. CACM-2325.html 12.281652
6. CACM-2997.html 11.535566
7. CACM-2110.html 10.94648
8. CACM-3110.html 10.932105
9. CACM-2837.html 10.841387
10. CACM-2927.html 10.279791
11. CACM-2932.html 9.820237
12. CACM-2743.html 8.956087
13. CACM-2950.html 8.872119
14. CACM-2936.html 8.422696
15. CACM-2226.html 8.269504
16. CACM-3184.html 8.265194
17. CACM-2645.html 8.206341
18. CACM-2454.html 8.1492195
19. CACM-3131.html 8.138695
20. CACM-2706.html 8.069484
21. CACM-2828.html 7.891617
22. CACM-2771.html 7.8393927
23. CACM-1496.html 7.7765636
24. CACM-1650.html 7.7284594
25. CACM-3162.html 7.7168994
26. CACM-2216.html 7.702766
27. CACM-1309.html 7.6419334
28. CACM-3165.html 7.5009775
29. CACM-2784.html 7.498478
30. CACM-3166.html 7.4094105
31. CACM-1658.html 7.404415
32. CACM-3132.html 7.2775097
33. CACM-2903.html 7.2062774
34. CACM-2703.html 7.190572
35. CACM-2986.html 7.105857
36. CACM-2313.html 7.091815
37. CACM-3151.html 6.907834
38. CACM-2627.html 6.901147
39. CACM-1659.html 6.884147
40. CACM-1943.html 6.84645
41. CACM-3163.html 6.8283153
42. CACM-2251.html 6.8045015
43. CACM-1619.html 6.8017454
44. CACM-2953.html 6.754081
45. CACM-2389.html 6.6182804
46. CACM-2679.html 6.6088166
47. CACM-3055.html 6.587625
48. CACM-2169.html 6.579359
49. CACM-2435.html 6.513035
50. CACM-3153.html 6.483479
51. CACM-1462.html 6.322256
52. CACM-2189.html 6.316312
53. CACM-2033.html 6.2723675
54. CACM-2081.html 6.153664
55. CACM-2365.html 6.127176
56. CACM-3070.html 6.0729537
57. CACM-2499.html 6.018791
58. CACM-2135.html 5.9023843
59. CACM-0895.html 5.8856325
60. CACM-3118.html 5.748396
61. CACM-2603.html 5.74803
62. CACM-2619.html 5.7199388
63. CACM-2746.html 5.7181377
64. CACM-2766.html 5.7141953
65. CACM-2855.html 5.7141953
66. CACM-3037.html 5.7141953
67. CACM-2030.html 5.701663
68. CACM-3007.html 5.661197
69. CACM-2749.html 5.5486326
70. CACM-2289.html 5.5143423
71. CACM-1706.html 5.4997597
72. CACM-0719.html 5.4633284
73. CACM-2955.html 5.4633284
74. CACM-0425.html 5.455555
75. CACM-0876.html 5.4011736
76. CACM-1957.html 5.385927
77. CACM-3040.html 5.385927
78. CACM-3032.html 5.3603063
79. CACM-0345.html 5.3478656
80. CACM-0883.html 5.3478656
81. CACM-0346.html 5.2955995
82. CACM-2892.html 5.2936807
83. CACM-2695.html 5.272168
84. CACM-2524.html 5.2586904
85. CACM-0877.html 5.244346
86. CACM-1494.html 5.244346
87. CACM-1886.html 5.2102365
88. CACM-2111.html 5.205199
89. CACM-0164.html 5.1787796
90. CACM-0267.html 5.1787796
91. CACM-3134.html 5.1669664
92. CACM-0117.html 5.1276665
93. CACM-2848.html 5.1147985
94. CACM-1110.html 5.1080036
95. CACM-1491.html 5.09427
96. CACM-0955.html 5.0884967
97. CACM-2772.html 5.0077853
98. CACM-1708.html 4.9985647
99. CACM-2665.html 4.9741755
100. CACM-3065.html 4.9703608
i am interested in hidden-line and hidden-surface algorithms for cylinders toroids spheres and cones this is a rather specialized topic in computer graphics
Found 100 hits.
1. CACM-2473.html 33.75853
2. CACM-2678.html 33.478638
3. CACM-2751.html 30.547377
4. CACM-2384.html 28.857079
5. CACM-2913.html 26.566668
6. CACM-2004.html 24.750767
7. CACM-2369.html 23.686798
8. CACM-1915.html 23.604593
9. CACM-2827.html 23.457718
10. CACM-2441.html 20.919903
11. CACM-2638.html 19.3049
12. CACM-2692.html 19.217188
13. CACM-2564.html 18.927555
14. CACM-2637.html 18.927555
15. CACM-2829.html 18.626205
16. CACM-2828.html 17.430265
17. CACM-2924.html 16.703577
18. CACM-1978.html 14.998222
19. CACM-2674.html 13.992147
20. CACM-2687.html 11.961148
21. CACM-2925.html 11.339079
22. CACM-2967.html 10.52441
23. CACM-1181.html 10.259598
24. CACM-2367.html 10.185857
25. CACM-3049.html 10.043605
26. CACM-1742.html 10.0107765
27. CACM-0266.html 9.816813
28. CACM-2771.html 9.663819
29. CACM-0087.html 9.5317745
30. CACM-2486.html 9.500235
31. CACM-1551.html 9.384189
32. CACM-3149.html 9.279503
33. CACM-2402.html 9.194488
34. CACM-1697.html 9.0960245
35. CACM-2987.html 9.025192
36. CACM-2188.html 8.828457
37. CACM-2201.html 8.820749
38. CACM-2400.html 8.794678
39. CACM-0435.html 8.722001
40. CACM-2273.html 8.45444
41. CACM-3047.html 8.421963
42. CACM-2841.html 8.387444
43. CACM-2845.html 8.3755865
44. CACM-2035.html 8.371162
45. CACM-1400.html 8.211883
46. CACM-2146.html 8.130626
47. CACM-2238.html 8.093396
48. CACM-2520.html 8.0901985
49. CACM-0840.html 8.013516
50. CACM-1159.html 7.9749694
51. CACM-1014.html 7.9551034
52. CACM-2809.html 7.9385614
53. CACM-2111.html 7.797144
54. CACM-2341.html 7.7819395
55. CACM-1519.html 7.7285995
56. CACM-2892.html 7.7184505
57. CACM-2708.html 7.5731916
58. CACM-2547.html 7.5501585
59. CACM-1908.html 7.528184
60. CACM-2919.html 7.503842
61. CACM-1458.html 7.4935446
62. CACM-2211.html 7.4382515
63. CACM-1145.html 7.4365172
64. CACM-0671.html 7.379053
65. CACM-2421.html 7.3427386
66. CACM-2693.html 7.3075657
67. CACM-2357.html 7.2888207
68. CACM-1710.html 7.284522
69. CACM-0616.html 7.270484
70. CACM-1741.html 7.2637243
71. CACM-2905.html 7.2620068
72. CACM-1237.html 7.1113577
73. CACM-3193.html 7.0585275
74. CACM-3028.html 7.003166
75. CACM-1931.html 6.9937963
76. CACM-3116.html 6.873826
77. CACM-2786.html 6.862461
78. CACM-1680.html 6.840496
79. CACM-3171.html 6.800538
80. CACM-2325.html 6.786418
81. CACM-2426.html 6.7814302
82. CACM-3151.html 6.758341
83. CACM-3197.html 6.731037
84. CACM-0439.html 6.726548
85. CACM-2984.html 6.696882
86. CACM-1397.html 6.695666
87. CACM-1373.html 6.6880617
88. CACM-2760.html 6.5436206
89. CACM-0188.html 6.539245
90. CACM-1506.html 6.4847584
91. CACM-2337.html 6.4745903
92. CACM-2825.html 6.4544625
93. CACM-3204.html 6.4383984
94. CACM-1764.html 6.430486
95. CACM-2973.html 6.4228764
96. CACM-2152.html 6.4223356
97. CACM-3082.html 6.415942
98. CACM-2761.html 6.4144535
99. CACM-1108.html 6.3755
100. CACM-2837.html 6.3489
distributed computing structures and algorithms
Found 100 hits.
1. CACM-3148.html 12.425404
2. CACM-2849.html 10.66316
3. CACM-3137.html 10.649144
4. CACM-2276.html 8.551945
5. CACM-1745.html 8.412792
6. CACM-2081.html 7.6281576
7. CACM-1411.html 7.605361
8. CACM-3082.html 7.592614
9. CACM-1873.html 7.5784993
10. CACM-2406.html 7.432719
11. CACM-2949.html 7.381914
12. CACM-3043.html 7.337388
13. CACM-2578.html 7.2407136
14. CACM-2630.html 7.199403
15. CACM-3166.html 7.106201
16. CACM-2832.html 7.0236998
17. CACM-3124.html 6.9025354
18. CACM-3141.html 6.689891
19. CACM-2433.html 6.426687
20. CACM-2454.html 6.403408
21. CACM-2834.html 6.403408
22. CACM-0052.html 6.159029
23. CACM-2766.html 6.1349726
24. CACM-3086.html 6.114624
25. CACM-2838.html 6.065466
26. CACM-2216.html 6.063607
27. CACM-2890.html 6.063607
28. CACM-0088.html 6.0453105
29. CACM-3025.html 5.9880304
30. CACM-2130.html 5.919672
31. CACM-1862.html 5.771512
32. CACM-2197.html 5.769263
33. CACM-2963.html 5.6579933
34. CACM-1780.html 5.6295404
35. CACM-1946.html 5.540947
36. CACM-2373.html 5.5347204
37. CACM-2169.html 5.4820547
38. CACM-2665.html 5.46583
39. CACM-2816.html 5.4597735
40. CACM-3011.html 5.447422
41. CACM-2709.html 5.44227
42. CACM-3035.html 5.42232
43. CACM-1525.html 5.373888
44. CACM-1153.html 5.3099923
45. CACM-1431.html 5.291834
46. CACM-1810.html 5.290571
47. CACM-3128.html 5.283562
48. CACM-2999.html 5.22304
49. CACM-2032.html 5.220877
50. CACM-2594.html 5.1667447
51. CACM-2155.html 5.0969324
52. CACM-2828.html 5.080673
53. CACM-2975.html 5.0554333
54. CACM-3156.html 4.995386
55. CACM-3090.html 4.986237
56. CACM-1831.html 4.9677033
57. CACM-2855.html 4.9606934
58. CACM-3037.html 4.9606934
59. CACM-2883.html 4.9578037
60. CACM-1224.html 4.9487305
61. CACM-2484.html 4.943822
62. CACM-3158.html 4.902218
63. CACM-2810.html 4.8792887
64. CACM-3032.html 4.7795925
65. CACM-1889.html 4.7768316
66. CACM-2371.html 4.768631
67. CACM-2524.html 4.726312
68. CACM-1349.html 4.6996675
69. CACM-2314.html 4.697215
70. CACM-0072.html 4.674999
71. CACM-2884.html 4.6304965
72. CACM-2092.html 4.629158
73. CACM-0147.html 4.6274505
74. CACM-1105.html 4.6274505
75. CACM-2060.html 4.578488
76. CACM-2226.html 4.5647526
77. CACM-2325.html 4.5647526
78. CACM-2950.html 4.5403786
79. CACM-2114.html 4.5130796
80. CACM-2954.html 4.497399
81. CACM-2402.html 4.4822907
82. CACM-2311.html 4.463262
83. CACM-2780.html 4.463262
84. CACM-2822.html 4.463262
85. CACM-0830.html 4.44655
86. CACM-0371.html 4.444855
87. CACM-2283.html 4.419951
88. CACM-0627.html 4.412176
89. CACM-2357.html 4.396881
90. CACM-2926.html 4.385404
91. CACM-0793.html 4.3673005
92. CACM-0080.html 4.3613024
93. CACM-1551.html 4.338827
94. CACM-2903.html 4.3372455
95. CACM-3006.html 4.3372455
96. CACM-3164.html 4.3182564
97. CACM-3165.html 4.3182564
98. CACM-2198.html 4.2979264
99. CACM-1604.html 4.294737
100. CACM-1869.html 4.259464
applied stochastic processes
Found 100 hits.
1. CACM-1696.html 9.060843
2. CACM-0020.html 8.159868
3. CACM-0268.html 7.6089935
4. CACM-1410.html 7.154595
5. CACM-3043.html 6.4945583
6. CACM-2342.html 6.0658164
7. CACM-0942.html 5.9387617
8. CACM-2376.html 5.726269
9. CACM-1540.html 5.725584
10. CACM-1194.html 5.705018
11. CACM-2882.html 5.615363
12. CACM-2740.html 5.4981284
13. CACM-3141.html 5.444682
14. CACM-1749.html 5.2926116
15. CACM-0412.html 5.1923203
16. CACM-1846.html 5.091592
17. CACM-3120.html 5.078607
18. CACM-2371.html 5.056358
19. CACM-2320.html 5.0126057
20. CACM-1748.html 4.8834267
21. CACM-2378.html 4.8834267
22. CACM-3128.html 4.8834267
23. CACM-0293.html 4.6567445
24. CACM-0927.html 4.5240993
25. CACM-1753.html 4.5143013
26. CACM-2080.html 4.5143013
27. CACM-2228.html 4.5143013
28. CACM-3073.html 4.5143013
29. CACM-1435.html 4.50824
30. CACM-2150.html 4.43506
31. CACM-2672.html 4.420197
32. CACM-2255.html 4.381867
33. CACM-2504.html 4.381867
34. CACM-2912.html 4.3585515
35. CACM-2742.html 4.3048463
36. CACM-2844.html 4.280257
37. CACM-0618.html 4.270765
38. CACM-2920.html 4.2131906
39. CACM-3039.html 4.2131906
40. CACM-3078.html 4.2131906
41. CACM-1441.html 4.1819496
42. CACM-1438.html 4.131792
43. CACM-1135.html 4.0487165
44. CACM-1198.html 4.032213
45. CACM-1563.html 4.027031
46. CACM-3020.html 3.9727426
47. CACM-3184.html 3.968874
48. CACM-1272.html 3.9497368
49. CACM-1235.html 3.948559
50. CACM-2535.html 3.948559
51. CACM-1541.html 3.847983
52. CACM-2705.html 3.8445241
53. CACM-1892.html 3.7916524
54. CACM-2767.html 3.7916524
55. CACM-2210.html 3.724324
56. CACM-1233.html 3.6844914
57. CACM-2895.html 3.6798508
58. CACM-1383.html 3.6283772
59. CACM-0825.html 3.5756948
60. CACM-1008.html 3.573946
61. CACM-2409.html 3.573946
62. CACM-1631.html 3.521124
63. CACM-1886.html 3.5051453
64. CACM-0224.html 3.4772723
65. CACM-1458.html 3.4772723
66. CACM-1587.html 3.4772723
67. CACM-0111.html 3.4698403
68. CACM-1110.html 3.4698403
